name,colors,types,price,tags
Silent Skimmer,['C'],['Creature'],0.03,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'opponent-loses-life', 'card-names']"
Silent Specter,['B'],['Creature'],0.02,"['evasion', 'alliteration', 'alliteration', 'saboteur', 'discard', 'discard-with-set-mechanic', 'card-names']"
Silent Submersible,['U'],['Artifact'],0.02,"['alliteration', 'alliteration', 'draw', 'repeatable-draw', 'saboteur', 'tap-fuel-creature', 'type-change', 'animate-self', 'animate-self', 'curiosity', 'card-advantage', 'cycle', 'card-names', 'animate', 'animate']"
Silent-Blade Oni,"['B', 'U']",['Creature'],2.21,"['unique-type-line', 'synergy-attacker', 'saboteur', 'activate-from-hand', 'activate-from-hand', 'free-cast-another', 'theft-cast', 'rescue-creature', 'sneak', 'bounce', 'cost-ignorer', 'theft', 'rescue', 'control-changing-effects']"
Silent-Chant Zubera,['W'],['Creature'],0.03,"['lifegain', 'noncreature-tribal', 'death-trigger-self', 'death-trigger', 'requires-notation', 'morbid', 'leaves-battlefield-trigger', 'typal-creature', 'typal', 'cycle']"
Silhana Ledgewalker,['G'],['Creature'],0.18,['evasion']
Silhana Starfletcher,['G'],['Creature'],0.03,"['alliteration', 'alliteration', 'unique-type-line', 'ramp', 'mana-dork', 'mana-producer', 'card-names']"
Silhana Wayfinder,['G'],['Creature'],,"['virtual-vanilla', 'impulse', 'card-advantage', 'impulse-creature', 'impulse-to-zone', 'flavors-of-vanilla']"
Silhouette,['U'],['Instant'],,"['single-english-word-name', 'damage-prevention', 'damage-prevention-creature', 'card-names']"
Silk Net,['G'],['Instant'],0.09,"['combat-trick', 'giant-growth', 'enlarge']"
Silkbind Faerie,"['U', 'W']",['Creature'],0.04,"['evasion', 'tapper-creature']"
Silken Strength,['G'],['Enchantment'],0.03,"['alliteration', 'alliteration', 'untapper-creature', 'combat-trick', 'synergy-vehicle', 'card-names']"
Silkenfist Fighter,['W'],['Creature'],0.12,"['creature-type-erratum', 'hate-blocker', 'block-trigger', 'block-trigger', 'untaps-self']"
Silkenfist Order,['W'],['Creature'],0.04,"['creature-type-erratum', 'hate-blocker', 'block-trigger', 'block-trigger', 'untaps-self']"
Silkguard,['G'],['Instant'],3.41,"['gives-pp-counters', 'protects-creature', 'counters-matter', 'gives-hexproof', 'synergy-equipment', 'synergy-aura', 'protects-permanent']"
Silklash Spider,['G'],['Creature'],,"['alliteration', 'alliteration', 'mana-sink', 'sweeper-creature-burn', 'hate-flying', 'sweeper', 'card-names']"
Silkweaver Elite,['G'],['Creature'],0.03,"['intervening-if-clause', 'draw', 'virtual-french-vanilla', 'cantrip', 'card-advantage', 'leaves-battlefield-trigger', 'flavors-of-vanilla']"
Silkwing Scout,['U'],['Creature'],0.03,"['evasion', 'alliteration', 'alliteration', 'ramp', 'martyr', 'sacrifice-self', 'offcolor-ability', 'tutor-land-basic', 'tutor-land-to-battlefield', 'tutor-to-battlefield', 'tutor-land', 'tutor-to', 'tutor', 'cycle', 'card-names']"
Silkwrap,['W'],['Enchantment'],0.03,"['removal-creature-exile', 'removal-creature', 'removal']"
Silt Crawler,['G'],['Creature'],0.06,"['virtual-vanilla', 'flavors-of-vanilla']"
Silumgar Assassin,['B'],['Creature'],,"['evasion', 'namesake-spell', 'gains-pp-counters', 'removal-creature-destroy', 'removal-creature', 'turn-face-up-trigger-self', 'hate-high-pt', 'face-up-face-down-effects', 'removal', 'cycle', 'card-names']"
Silumgar Butcher,['B'],['Creature'],0.05,"['unique-type-line', 'namesake-spell', 'virtual-vanilla', 'sacrifice-outlet-creature', 'removal-creature-toughness', 'removal-creature', 'sacrifice-outlet', 'removal', 'flavors-of-vanilla', 'card-names']"
Silumgar Monument,['C'],['Artifact'],0.03,"['evasion', 'namesake-spell', 'ramp', 'type-change', 'gains-flying', 'animate-self', 'animate-self', 'utility-mana-rock', 'color-change', 'mana-rock', 'mana-producer', 'cycle', 'card-names', 'animate', 'animate']"
Silumgar Scavenger,['B'],['Creature'],0.03,"['evasion', 'alliteration', 'alliteration', 'namesake-spell', 'gains-pp-counters', 'sacrifice-outlet-creature', 'death-trigger', 'gains-haste', 'leaves-battlefield-trigger', 'sacrifice-outlet', 'card-names']"
Silumgar Sorcerer,['U'],['Creature'],0.03,"['evasion', 'alliteration', 'alliteration', 'namesake-spell', 'sacrifice-outlet-creature', 'counterspell-with-set-mechanic', 'counterspell', 'sacrifice-outlet', 'card-names', 'blue-effect']"
Silumgar Spell-Eater,['U'],['Creature'],0.03,"['alliteration', 'alliteration', 'creature-type-erratum', 'namesake-spell', 'gains-pp-counters', 'counterspell-with-set-mechanic', 'counterspell-soft', 'turn-face-up-trigger-self', 'counterspell', 'face-up-face-down-effects', 'card-names', 'blue-effect']"
"Silumgar, the Drifting Death","['B', 'U']",['Creature'],,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'synergy-attacker', 'sweeper-one-sided', 'sweeper-creature-toughness', 'tribal-dragon', 'typal-creature', 'sweeper', 'typal', 'cycle', 'card-names']"
Silumgar's Command,"['B', 'U']",['Instant'],,"['namesake-spell', 'modal', 'removal-creature-toughness', 'removal-creature', 'removal-planeswalker-destroy', 'counterspell', 'removal-artifact', 'removal-land', 'removal-planeswalker', 'removal-enchantment', 'removal-permanent', 'removal', 'cycle', 'card-names', 'blue-effect']"
Silumgar's Scorn,['U'],['Instant'],0.03,"['alliteration', 'alliteration', 'noncreature-tribal', 'namesake-spell', 'counterspell-with-set-mechanic', 'counterspell-soft', 'tribal-dragon', 'counterspell', 'typal-creature', 'typal', 'cycle', 'card-names', 'blue-effect']"
Silvanus's Invoker,['G'],['Creature'],1.11,"['namesake-spell', 'mana-sink', 'gives-haste', 'gives-trample', 'type-change', 'animate-land', 'animate-land', 'untapper-land', 'cycle', 'card-names', 'animate', 'animate']"
"Silvar, Devourer of the Free","['B', 'R']",['Creature'],0.58,"['evasion', 'noncreature-tribal', 'gains-pp-counters', 'sacrifice-outlet-creature', 'pair-commander', 'free-sacrifice-outlet', 'tutored-by-name', 'gains-indestructible', 'tribal-human', 'typal-creature', 'sacrifice-outlet', 'typal', 'cycle']"
Silver Bolt,['C'],['Artifact'],0.03,"['removal-creature-burn', 'removal-creature-destroy', 'hate-set-mechanic', 'removal-creature', 'bombard-self', 'bombard', 'sacrifice-outlet', 'removal', 'hate-tribal']"
Silver Deputy,['C'],"['Artifact', 'Creature']",0.03,"['unique-type-line', 'tutor-land-basic', 'tutor-land', 'tutor-to', 'tutor']"
Silver Drake,"['U', 'W']",['Creature'],0.05,"['evasion', 'virtual-french-vanilla', 'synergy-white', 'synergy-blue', 'rescue-creature', 'bounce', 'rescue', 'flavors-of-vanilla']"
Silver Erne,['U'],['Creature'],,"['evasion', 'creature-type-erratum', 'french-vanilla', 'flavors-of-vanilla']"
Silver Myr,['C'],"['Artifact', 'Creature']",,"['ramp', 'mana-dork', 'mana-producer', 'cycle']"
Silver Raven,['U'],"['Artifact', 'Creature']",0.03,"['evasion', 'virtual-french-vanilla', 'top-deck-manipulation', 'flavors-of-vanilla', 'dnd']"
Silver Scrutiny,['U'],['Sorcery'],0.02,"['alliteration', 'alliteration', 'draw', 'card-advantage', 'card-names']"
Silver Seraph,['W'],['Creature'],0.02,"['evasion', 'alliteration', 'alliteration', 'power-boost-to-all', 'anthem', 'anthem', 'threshold', 'cards-in-graveyard-matter', 'card-names']"
Silver Shroud Costume,['C'],['Artifact'],3.62,"['alliteration', 'alliteration', 'protects-creature', 'gives-unblockable', 'gives-evasion', 'quick-equip', 'protects-permanent', 'card-names']"
Silver Wyvern,['U'],['Creature'],0.03,['evasion']
Silver-Fur Master,"['B', 'U']",['Creature'],0.03,"['synergy-attacker', 'activate-from-hand', 'activate-from-hand', 'anthem', 'anthem', 'tribal-coupling', 'bear-with-set-s-mechanic', 'bear-with-set-s-mechanic', 'rescue-creature', 'cost-reducer', 'sneak', 'bounce', 'cost-ignorer', 'typal-creature', 'rescue', 'typal', 'draft-signpost', 'cycle']"
Silver-Inlaid Dagger,['C'],['Artifact'],0.03,"['boost-power', 'tribal-human', 'typal-creature', 'typal']"
Silverback Ape,['G'],['Creature'],0.04,[]
Silverback Elder,['G'],['Creature'],0.24,"['lifegain', 'cast-trigger-you', 'ramp', 'removal-artifact-destroy', 'modal', 'removal-enchantment-destroy', 'disenchant-naturalize', 'impulse', 'cast-trigger', 'card-advantage', 'extra-land', 'charm', 'removal-artifact', 'removal-enchantment', 'removal', 'impulse-to-zone']"
Silverback Shaman,['G'],['Creature'],0.05,"['alliteration', 'alliteration', 'draw', 'death-trigger-self', 'death-trigger', 'card-advantage', 'leaves-battlefield-trigger', 'card-names']"
Silverbeak Griffin,['W'],['Creature'],1.11,"['evasion', 'french-vanilla', 'flavors-of-vanilla', 'cycle']"
Silverblade Paladin,['W'],['Creature'],0.02,"['intervening-if-clause', 'creaturefall', 'gives-double-strike']"
Silverbluff Bridge,['C'],"['Artifact', 'Land']",0.03,"['tapland', 'cycle-land', 'cycle-dual-land', 'cycle']"
Silverchase Fox,['W'],['Creature'],,"['martyr', 'sacrifice-self', 'removal-enchantment', 'removal']"
Silverclad Ferocidons,['R'],['Creature'],0.02,"['removal-creature', 'removal-artifact', 'removal-land', 'removal-planeswalker', 'removal-enchantment', 'removal-permanent', 'removal']"
Silverclaw Griffin,['W'],['Creature'],0.03,"['evasion', 'french-vanilla', 'flavors-of-vanilla']"
Silvercoat Lion,['W'],['Creature'],0.04,[]
Silverflame Ritual,['W'],['Sorcery'],0.03,"['gives-pp-counters', 'power-boost-to-all', 'gives-vigilance', 'cycle']"
Silverflame Squire // On Alert,['W'],['Creature'],0.03,"['alliteration', 'alliteration', 'virtual-vanilla', 'untapper-creature', 'combat-trick', 'giant-growth', 'giant-growth-with-set-mechanic', 'enlarge', 'flavors-of-vanilla', 'card-names']"
Silverfur Partisan,['G'],['Creature'],0.02,"['noncreature-tribal', 'repeatable-token-generator', 'synergy-instant', 'synergy-sorcery', 'tribal-coupling', 'heroic', 'typal-creature', 'typal', 'cycle']"
Silvergill Adept,['U'],['Creature'],0.03,"['noncreature-tribal', 'virtual-vanilla', 'draw', 'drawback', 'cantrip', 'card-advantage', 'typal-creature', 'typal', 'flavors-of-vanilla', 'cycle']"
Silvergill Douser,['U'],['Creature'],0.03,"['noncreature-tribal', 'tribal-coupling', 'repeatable-crime', 'typal-creature', 'typal']"
Silverglade Elemental,['G'],['Creature'],0.22,"['virtual-vanilla', 'ramp', 'refund', 'tutor-land-to-battlefield', 'tutor-to-battlefield', 'tutor-land', 'tutor-to', 'tutor', 'flavors-of-vanilla']"
Silverglade Pathfinder,['G'],['Creature'],0.04,"['creature-type-erratum', 'ramp', 'discard-outlet', 'tutor-land-basic', 'tutor-land-to-battlefield', 'tutor-to-battlefield', 'tutor-land', 'tutor-to', 'tutor', 'cycle']"
Silverquill Apprentice,"['B', 'W']",['Creature'],0.03,"['cast-trigger-you', 'boost-power', 'synergy-instant', 'synergy-sorcery', 'bear-with-set-s-mechanic', 'bear-with-set-s-mechanic', 'cast-trigger', 'draft-signpost', 'cycle']"
Silverquill Campus,['C'],['Land'],0.16,"['mana-sink', 'utility-land', 'top-deck-manipulation', 'tapland', 'cycle-land', 'cycle-dual-land', 'cycle']"
Silverquill Command,"['B', 'W']",['Sorcery'],0.02,"['draw', 'opponent-loses-life', 'reanimate-creature', 'gives-flying', 'modal', 'removal-creature-sacrifice', 'removal-creature', 'card-advantage', 'gives-evasion', 'reanimate', 'recursion-creature', 'removal', 'recursion', 'cycle']"
Silverquill Lecturer,['W'],['Creature'],2.36,"['cast-trigger-you', 'copy-creature', 'cast-trigger', 'copy']"
Silverquill Pledgemage,"['B', 'W']",['Creature'],0.03,"['evasion', 'lifegain', 'cast-trigger-you', 'synergy-instant', 'synergy-sorcery', 'gains-flying', 'cast-trigger', 'jump', 'cycle']"
Silverquill Silencer,"['B', 'W']",['Creature'],0.02,"['alliteration', 'alliteration', 'draw', 'opponent-loses-life', 'name-matters', 'cast-trigger', 'card-advantage', 'cast-trigger-other', 'card-names']"
Silverskin Armor,['C'],['Artifact'],0.04,['type-change']
Silversmote Ghoul,['B'],['Creature'],,"['unique-type-line', 'intervening-if-clause', 'draw', 'repeatable-draw', 'martyr', 'sacrifice-self', 'reanimate-self', 'lifegain-matters', 'manaless-value', 'trigger-from-graveyard', 'card-advantage', 'reanimate', 'recursion']"
Silverstorm Samurai,['W'],['Creature'],0.03,"['alliteration', 'alliteration', 'french-vanilla', 'hate-blocker', 'block-trigger', 'block-trigger', 'synergy-blocker-self', 'flavors-of-vanilla', 'card-names']"
Silverstrike,['W'],['Instant'],0.03,"['lifegain', 'removal-creature-destroy', 'hate-attacker', 'removal-creature', 'removal']"
Silverwing Squadron,['W'],['Creature'],0.2,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'repeatable-token-generator', 'multiplayer', 'creature-count-matters', 'card-names']"
"Silvos, Rogue Elemental",['G'],['Creature'],0.02,"['evasion', 'creature-type-erratum', 'regenerates-self', 'cycle']"
"Sima Yi, Wei Field Marshal",['B'],['Creature'],,"['creature-type-erratum', 'lands-matter']"
Simian Brawler,['G'],['Creature'],0.03,"['discard-outlet', 'shade-pump']"
Simian Grunts,['G'],['Creature'],0.05,"['intervening-if-clause', 'french-vanilla', 'drawback', 'flavors-of-vanilla']"
Simian Simulacrum,['C'],"['Artifact', 'Creature']",0.02,"['alliteration', 'alliteration', 'unique-type-line', 'gives-pp-counters', 'delayed-triggered-ability', 'reanimate-self', 'activate-from-graveyard', 'activate-from-graveyard', 'temporary-reanimation', 'reanimate', 'recursion', 'card-names']"
Simian Sling,['R'],"['Artifact', 'Creature']",0.03,"['alliteration', 'alliteration', 'unique-type-line', 'burn-player', 'hate-blocker', 'card-names']"
Simian Spirit Guide,['R'],['Creature'],0.06,"['alliteration', 'alliteration', 'unique-type-line', 'ramp', 'activate-from-hand', 'activate-from-hand', 'manaless-value', 'card-names']"
Simic Ascendancy,"['G', 'U']",['Enchantment'],0.05,"['intervening-if-clause', 'gives-pp-counters', 'pp-counters-matter', 'counters-matter']"
Simic Basilisk,['G'],['Creature'],0.03,"['unique-type-line', 'intervening-if-clause', 'gains-pp-counters', 'gives-pp-counters', 'creaturefall', 'pp-counters-matter', 'counters-matter', 'deprecated-mechanics']"
Simic Charm,"['G', 'U']",['Instant'],0.07,"['protects-creature', 'modal', 'removal-creature-bounce', 'combat-trick', 'removal-creature', 'giant-growth', 'gives-hexproof', 'bounce', 'charm', 'enlarge', 'protects-permanent', 'removal', 'cycle']"
Simic Cluestone,['C'],['Artifact'],0.03,"['draw', 'ramp', 'sacrifice-self', 'utility-mana-rock', 'mana-rock', 'card-advantage', 'mana-producer', 'cycle']"
Simic Fluxmage,['U'],['Creature'],0.03,"['intervening-if-clause', 'gains-pp-counters', 'creaturefall', 'pp-counters-matter', 'power-matters', 'counters-matter', 'toughness-matters']"
Simic Growth Chamber,['C'],['Land'],0.38,"['adds-multiple-mana', 'adds-multiple-mana', 'tapland', 'rescue-land', 'bounce', 'rescue', 'cycle-land', 'cycle-dual-land', 'cycle']"
Simic Guildgate,['C'],['Land'],,"['tapland', 'cycle-land', 'cycle-dual-land', 'cycle']"
Simic Guildmage,"['G', 'U']",['Creature'],0.04,"['mana-sink', 'pp-counters-matter', 'counters-matter', 'synergy-aura', 'cycle']"
Simic Initiate,['G'],['Creature'],0.03,"['intervening-if-clause', 'gains-pp-counters', 'french-vanilla', 'creaturefall', 'pp-counters-matter', 'counters-matter', 'flavors-of-vanilla']"
Simic Keyrune,['C'],['Artifact'],,"['ramp', 'type-change', 'animate-self', 'animate-self', 'utility-mana-rock', 'color-change', 'mana-rock', 'mana-producer', 'cycle', 'animate', 'animate']"
Simic Locket,['C'],['Artifact'],0.03,"['draw', 'ramp', 'sacrifice-self', 'utility-mana-rock', 'mana-rock', 'card-advantage', 'mana-producer', 'cycle']"
Simic Manipulator,['U'],['Creature'],0.02,"['unique-type-line', 'intervening-if-clause', 'gains-pp-counters', 'creaturefall', 'pp-counters-matter', 'power-matters', 'counters-matter', 'theft-creature', 'toughness-matters', 'theft', 'control-changing-effects']"
Simic Ragworm,['G'],['Creature'],0.03,"['offcolor-ability', 'untaps-self', 'cycle']"
Simic Signet,['C'],['Artifact'],0.23,"['alliteration', 'alliteration', 'ramp', 'mana-filter', 'mana-rock', 'mana-producer', 'cycle', 'card-names']"
Simic Sky Swallower,"['G', 'U']",['Creature'],0.02,"['evasion', 'alliteration', 'alliteration', 'french-vanilla', 'flavors-of-vanilla', 'card-names']"
Simoon,"['G', 'R']",['Instant'],0.04,"['single-english-word-name', 'sweeper-creature-burn', 'sweeper-one-sided', 'sweeper', 'card-names']"
Simplify,['G'],['Sorcery'],0.06,"['single-english-word-name', 'symmetrical', 'removal-enchantment', 'sacrifice-outlet', 'removal', 'card-names']"
Simulacrum,['B'],['Instant'],,"['lifegain', 'single-english-word-name', 'requires-notation', 'card-names']"
Simulacrum Synthesizer,['U'],['Artifact'],5.29,"['alliteration', 'alliteration', 'repeatable-token-generator', 'synergy-artifact', 'mana-value-matters', 'top-deck-manipulation', 'card-names']"
Sin Collector,"['B', 'W']",['Creature'],0.03,"['virtual-vanilla', 'discard', 'thoughtseize', 'hand-disruption', 'flavors-of-vanilla', 'draft-signpost', 'cycle']"
Sin Prodder,['R'],['Creature'],,"['evasion', 'burn-player', 'mana-value-matters', 'mill-self', 'punisher', 'card-advantage', 'mill', 'dilemma']"
"Sin, Spira's Punishment","['B', 'G', 'U']",['Creature'],,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'reanimate-creature', 'graveyard-fuel', 'titan-trigger', 'reanimate-artifact', 'reanimate-land', 'reanimate-enchantment', 'reanimate', 'recursion-artifact', 'recursion-creature', 'recursion-enchantment', 'recursion-planeswalker', 'recursion-land', 'recursion', 'card-names']"
Sindbad,['U'],['Creature'],0.02,"['creature-type-erratum', 'draw', 'repeatable-draw', 'discard-outlet', 'virtual-legendary', 'card-advantage']"
Sinew Dancer,['W'],['Creature'],0.03,"['tapper-creature', 'poison-mechanics']"
Sinew Sliver,['W'],['Creature'],0.24,"['alliteration', 'alliteration', 'anthem', 'anthem', 'fun-ruling', 'tribal-sliver', 'typal-creature', 'typal', 'card-names']"
Singe,['R'],['Instant'],0.04,"['single-english-word-name', 'removal-creature-burn', 'burn-with-set-mechanic', 'removal-creature', 'color-change', 'removal', 'card-names']"
Singe-Mind Ogre,"['B', 'R']",['Creature'],0.03,"['virtual-vanilla', 'opponent-loses-life', 'aikido', 'aikido', 'flavors-of-vanilla']"
Singer of Swift Rivers,"['G', 'U']",['Creature'],,"['alliteration', 'alliteration', 'noncreature-tribal', 'protects-creature', 'damage-prevention', 'damage-prevention-creature', 'typal-creature', 'protects-permanent', 'typal', 'card-names']"
Singing Bell Strike,['U'],['Enchantment'],0.03,"['alliteration', 'alliteration', 'tapper-creature', 'untapper-creature', 'removal-creature', 'lockdown', 'removal', 'card-names']"
Singing Tree,['G'],['Creature'],0.04,"['creature-type-erratum', 'hate-attacker', 'humble']"
Single Combat,['W'],['Sorcery'],0.02,"['synergy-planeswalker', 'sweeper']"
Sinister Concierge,['U'],['Creature'],,"['death-trigger-self', 'death-trigger', 'reanimate-self', 'removal-creature-exile', 'removal-creature', 'leaves-battlefield-trigger', 'reanimate', 'removal', 'recursion']"
Sinister Concoction,['B'],['Enchantment'],0.03,"['removal-creature-destroy', 'discard-outlet', 'life-payment', 'sacrifice-self', 'mill-self', 'removal-creature', 'mill', 'removal']"
Sinister Monolith,['B'],['Artifact'],0.03,"['lifegain', 'draw', 'opponent-loses-life', 'life-payment', 'sacrifice-self', 'drain-life', 'egg', 'card-advantage', 'inverted-effects']"
Sinister Possession,['B'],['Enchantment'],0.03,"['attack-trigger', 'attack-trigger', 'opponent-loses-life', 'hate-blocker', 'block-trigger', 'block-trigger', 'hate-attacker']"
Sinister Reflections,['U'],['Instant'],,"['copy-creature', 'card-advantage', 'copy']"
Sinister Sabotage,['U'],['Instant'],0.04,"['alliteration', 'alliteration', 'top-deck-manipulation', 'mill-self', 'surveil', 'counterspell-with-set-mechanic', 'mill', 'counterspell', 'card-names', 'blue-effect']"
Sinister Starfish,['B'],['Creature'],0.07,"['alliteration', 'alliteration', 'top-deck-manipulation', 'mill-self', 'surveil', 'mill', 'card-names']"
Sinister Strength,['B'],['Enchantment'],0.04,"['alliteration', 'alliteration', 'color-change', 'card-names']"
Sinister Waltz,"['B', 'R']",['Sorcery'],0.1,"['reanimate-creature', 'restock', 'reanimate', 'recursion-creature', 'recursion']"
Sink into Takenuma,['B'],['Sorcery'],0.03,"['discard', 'discard-with-set-mechanic', 'lands-matter', 'rescue-land', 'bounce', 'rescue']"
Sinkhole,['B'],['Sorcery'],1.78,"['single-english-word-name', 'removal-land-destroy', 'removal-land', 'removal', 'card-names']"
Sinking Feeling,['U'],['Enchantment'],0.03,"['untapper-creature', 'gives-mm-counters', 'lockdown']"
Sins of the Past,['B'],['Sorcery'],0.02,"['synergy-instant', 'synergy-sorcery', 'free-cast-another', 'grants-flashback']"
Sinstriker's Will,['W'],['Enchantment'],0.04,"['removal-creature-burn', 'hate-blocker', 'power-matters', 'hate-attacker', 'removal-creature', 'one-sided-fight', 'removal']"
Sinuous Benthisaur,['U'],['Creature'],0.03,"['virtual-vanilla', 'impulse', 'card-advantage', 'flavors-of-vanilla']"
Sinuous Striker,['U'],['Creature'],0.05,"['alliteration', 'alliteration', 'creature-type-erratum', 'discard-outlet', 'activate-from-graveyard', 'activate-from-graveyard', 'out-of-color-token', 'flowstone', 'card-names']"
Sinuous Vermin,['B'],['Creature'],,"['evasion', 'unique-type-line', 'gains-pp-counters', 'bear-with-set-s-mechanic', 'bear-with-set-s-mechanic', 'untracked-indefinite-effect', 'indefinite-effect']"
"Siona, Captain of the Pyleas","['G', 'W']",['Creature'],0.03,"['repeatable-token-generator', 'impulse', 'synergy-aura', 'card-advantage', 'draft-signpost', 'cycle']"
Sip of Hemlock,['B'],['Sorcery'],0.04,"['opponent-loses-life', 'removal-creature-destroy', 'removal-creature', 'removal']"
Siphon Insight,"['B', 'U']",['Instant'],0.15,"['cast-from-graveyard', 'theft-cast', 'mill-exile', 'mill', 'theft', 'cycle', 'control-changing-effects']"
Sir Shandlar of Eberyn,"['G', 'W']",['Creature'],0.06,"['alliteration', 'alliteration', 'creature-type-erratum', 'card-names']"
Sire of Insanity,"['B', 'R']",['Creature'],0.02,"['symmetrical', 'discard-outlet', 'discard']"
Sire of Seven Deaths,['C'],['Creature'],3.28,"['evasion', 'alliteration', 'alliteration', 'lifegain', 'french-vanilla', 'flavors-of-vanilla', 'card-names']"
Sire of Stagnation,['C'],['Creature'],0.02,"['alliteration', 'alliteration', 'draw', 'landfall', 'mill-exile', 'card-advantage', 'lands-matter', 'mill', 'card-names']"
Sire of the Storm,['U'],['Creature'],0.02,"['evasion', 'alliteration', 'alliteration', 'noncreature-tribal', 'draw', 'repeatable-draw', 'cast-trigger-you', 'cast-trigger', 'tribal-spirit', 'card-advantage', 'typal-creature', 'typal', 'card-names']"
Siren Lookout,['U'],['Creature'],0.03,"['evasion', 'gains-pp-counters', 'virtual-french-vanilla', 'top-deck-manipulation', 'mill-self', 'surveil', 'mill', 'flavors-of-vanilla', 'cycle']"
Siren of the Fanged Coast,['U'],['Creature'],0.04,"['evasion', 'intervening-if-clause', 'gains-pp-counters', 'virtual-french-vanilla', 'theft-creature', 'punisher', 'theft', 'flavors-of-vanilla', 'dilemma', 'cycle', 'control-changing-effects']"
Siren of the Silent Song,"['B', 'U']",['Creature'],0.03,"['evasion', 'alliteration', 'alliteration', 'unique-type-line', 'discard', 'discard-with-set-mechanic', 'mill', 'draft-signpost', 'cycle', 'card-names']"
Siren Reaver,['U'],['Creature'],0.04,"['evasion', 'virtual-french-vanilla', 'synergy-attacker', 'flavors-of-vanilla']"
Siren Song Lyre,['C'],['Artifact'],0.04,"['alliteration', 'alliteration', 'tapper-creature', 'card-names']"
Siren Stormtamer,['U'],['Creature'],0.05,"['evasion', 'alliteration', 'alliteration', 'unique-type-line', 'martyr', 'sacrifice-self', 'counterspell', 'card-names', 'blue-effect']"
Siren's Call,['U'],['Instant'],,"['delayed-triggered-ability', 'removal-creature-destroy', 'removal-creature', 'force-attacker', 'removal', 'hate-tribal']"
Siren's Ruse,['U'],['Instant'],0.03,"['draw', 'protects-creature', 'cantrip', 'card-advantage', 'flicker-creature', 'typal-creature', 'protects-permanent', 'typal']"
Sirocco,['R'],['Instant'],0.04,"['single-english-word-name', 'opponent-loses-life', 'discard', 'punisher', 'hate-color', 'dilemma', 'card-names']"
"Sisay, Weatherlight Captain",['W'],['Creature'],0.02,"['power-matters', 'offcolor-ability', 'power-matters-self', 'synergy-legendary', 'tutor-to-battlefield', 'tutor-cmc', 'tutor-to', 'tutor', 'cycle']"
Sisay's Ingenuity,['U'],['Enchantment'],0.04,"['namesake-spell', 'draw', 'mana-sink', 'cantrip', 'color-change', 'card-advantage', 'card-names']"
Sisay's Ring,['C'],['Artifact'],0.04,"['namesake-spell', 'ramp', 'adds-multiple-mana', 'adds-multiple-mana', 'mana-rock', 'mana-producer', 'card-names']"
Sister Hospitaller,"['B', 'W']",['Creature'],0.06,"['virtual-vanilla', 'reanimate-creature', '40k-model', '40k-model', 'reanimate', 'recursion-creature', 'recursion', 'flavors-of-vanilla']"
Sister of Silence,['U'],['Creature'],0.04,"['alliteration', 'alliteration', 'virtual-vanilla', '40k-model', '40k-model', 'counterspell', 'flavors-of-vanilla', 'card-names', 'blue-effect']"
Sister Repentia,"['B', 'W']",['Creature'],0.04,"['lifegain', 'draw', 'death-trigger-self', 'death-trigger', 'card-advantage', '40k-model', '40k-model', 'leaves-battlefield-trigger']"
Sisterhood of Karn,['G'],['Creature'],,"['gains-pp-counters', 'cast-trigger-you', 'pp-counters-matter', 'counters-matter', 'cast-trigger']"
Sisters of Stone Death,"['B', 'G']",['Creature'],0.02,"['alliteration', 'alliteration', 'hate-blocker', 'unique-mana-cost', 'removal-creature-exile', 'theft-creature', 'synergy-blocker-self', 'removal-creature', 'force-blocker', 'theft', 'removal', 'cycle', 'control-changing-effects', 'card-names']"
Sisters of the Flame,['R'],['Creature'],,"['creature-type-erratum', 'ramp', 'mana-dork', 'mana-producer']"
"Sita Varma, Masked Racer","['G', 'U']",['Creature'],0.02,"['gains-pp-counters', 'mana-sink', 'power-boost-to-all', 'power-matters', 'power-matters-self', 'untracked-indefinite-effect', 'shapechange', 'indefinite-effect']"
Sivitri Scarzam,"['B', 'U']",['Creature'],0.06,"['alliteration', 'alliteration', 'creature-type-erratum', 'card-names']"
"Sivitri, Dragon Master","['B', 'U']",['Planeswalker'],0.77,"['unique-type-line', 'noncreature-tribal', 'tutor-to-hand', 'synergy-planeswalker', 'sweeper-creature-destroy', 'tribal-dragon', 'tutor-creature', 'typal-creature', 'sweeper', 'typal', 'tutor-to', 'tutor']"
"Sivriss, Nightmare Speaker",['B'],['Creature'],,"['alliteration', 'alliteration', 'unique-type-line', 'sacrifice-outlet-creature', 'synergy-artifact', 'mill-self', 'sacrifice-outlet-artifact', 'pair-commander', 'punisher', 'mill', 'sacrifice-outlet', 'dilemma', 'cycle', 'card-names']"
Sivvi's Ruse,['W'],['Instant'],0.06,"['namesake-spell', 'damage-prevention', 'damage-prevention-creature', 'cycle', 'card-names']"
Sivvi's Valor,['W'],['Instant'],0.29,"['namesake-spell', 'tap-fuel-creature', 'damage-prevention', 'damage-prevention-creature', 'alternate-cost-tap-creature', 'alternate-cost-tap-creature', 'card-names']"
